player_id,player,pos,team,adp_ppr,pts_ppr,games,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,pass_yd,pass_td,injury_status,years_exp
13380,Brenen Thompson,WR,LAC,999.0,39.0,18.0,14.0,190.0,1.0,,,,,,,0.0
13354,Eric McAlister,WR,FA,999.0,30.1,18.0,11.0,131.0,1.0,,,,,,Questionable,0.0
13338,Kevin Coleman,WR,MIA,999.0,32.4,18.0,12.0,144.0,1.0,,,,,,Questionable,0.0
13336,Dane Key,WR,DEN,999.0,6.6,18.0,3.0,36.0,,,,,,,,0.0
13333,Deion Burks,WR,IND,999.0,23.3,18.0,8.0,91.0,1.0,,2.0,,,,,0.0
13329,Malik Benson,WR,LV,999.0,60.6,18.0,21.0,276.0,2.0,,,,,,,0.0
5970,Greg Dortch,WR,DET,999.0,48.1,18.0,21.0,215.0,1.0,3.0,16.0,,,,,7.0
5938,Lil'Jordan Humphrey,WR,DEN,999.0,24.0,18.0,8.0,100.0,1.0,,,,,,,7.0
5848,Marquise Brown,WR,PHI,999.0,67.5,18.0,25.0,305.0,2.0,,,,,,,7.0
4992,Dante Pettis,WR,BUF,999.0,7.3,18.0,3.0,37.0,,1.0,6.0,,,,,8.0
9482,Michael Mayer,TE,LV,999.0,80.8,18.0,34.0,348.0,2.0,,,,,,,3.0
9481,Luke Musgrave,TE,GB,999.0,40.6,18.0,17.0,176.0,1.0,,,,,,PUP,3.0
9479,Darnell Washington,TE,PIT,999.0,85.1,18.0,33.0,341.0,3.0,,,,,,,3.0
8885,Tucker Fisk,TE,FA,999.0,7.5,18.0,4.0,35.0,,,,,,,,4.0
8583,Stone Smartt,TE,PHI,999.0,5.7,18.0,3.0,27.0,,,,,,,,4.0
8489,Drew Ogletree,TE,IND,999.0,5.4,18.0,3.0,24.0,,,,,,,,4.0
8484,Ko Kieft,TE,TB,999.0,2.3,18.0,1.0,13.0,,,,,,,,4.0
8249,Lucas Krull,TE,DEN,999.0,8.1,18.0,4.0,41.0,,,,,,,,4.0
7531,Feleipe Franks,TE,CAR,999.0,1.9,18.0,1.0,7.0,,1.0,2.0,,,,,5.0
6826,Cole Kmet,TE,CHI,999.0,79.7,18.0,34.0,337.0,2.0,,,,,,,6.0
6001,Drew Sample,TE,CIN,999.0,31.6,18.0,13.0,126.0,1.0,,,,,,,7.0
5973,Josh Oliver,TE,MIN,999.0,31.4,18.0,13.0,124.0,1.0,,,,,,,7.0
5906,Dawson Knox,TE,BUF,999.0,76.4,18.0,28.0,304.0,3.0,,,,,,,7.0
5857,Noah Fant,TE,NO,999.0,36.6,18.0,15.0,156.0,1.0,,,,,,,7.0
5409,Tanner Hudson,TE,CIN,999.0,5.8,18.0,3.0,28.0,,,,,,,,8.0
5010,Will Dissly,TE,FA,999.0,27.0,18.0,11.0,100.0,1.0,,,,,,Questionable,8.0
2505,Darren Waller,TE,CAR,999.0,122.6,18.0,47.0,516.0,4.0,,,,,,,11.0
13846,Jack Velling,TE,ATL,999.0,7.3,18.0,4.0,33.0,,,,,,,,0.0
13434,Will Kacmarek,TE,MIA,999.0,61.6,18.0,25.0,246.0,2.0,,,,,,,0.0
13431,Miles Kitselman,TE,FA,999.0,31.6,18.0,13.0,126.0,1.0,,,,,,Questionable,0.0
13421,Eli Raridon,TE,NE,999.0,33.0,18.0,14.0,130.0,1.0,,,,,,,0.0
13408,Tanner Koziol,TE,JAX,999.0,32.8,18.0,14.0,128.0,1.0,,,,,,,0.0
13400,Justin Joly,TE,DEN,999.0,58.0,18.0,23.0,230.0,2.0,,,,,,,0.0
1339,Zach Ertz,TE,FA,999.0,36.7,18.0,16.0,147.0,1.0,,,,,,,13.0
8225,Daniel Bellinger,TE,TEN,999.0,40.1,18.0,17.0,171.0,1.0,,,,,,,4.0
8145,Jeremy Ruckert,TE,NYJ,999.0,9.3,18.0,5.0,43.0,,,,,,,,4.0
8127,Charlie Kolar,TE,LAC,999.0,38.4,18.0,16.0,162.0,1.0,1.0,2.0,,,,,4.0
8041,Shane Zylstra,TE,BUF,999.0,2.3,18.0,1.0,13.0,,,,,,,,5.0
7828,Noah Gray,TE,KC,999.0,59.1,18.0,24.0,231.0,2.0,,,,,,,5.0
7716,John Bates,TE,WAS,999.0,31.8,18.0,13.0,128.0,1.0,,,,,,Questionable,5.0
7694,Tommy Tremble,TE,CAR,999.0,31.8,18.0,13.0,128.0,1.0,,,,,,,5.0
7536,Quintin Morris,TE,JAX,999.0,8.0,18.0,4.0,40.0,,,,,,,,5.0
12521,Elijah Arroyo,TE,SEA,999.0,72.2,18.0,29.0,312.0,2.0,,,,,,,1.0
12473,Mitchell Evans,TE,CAR,999.0,15.7,18.0,8.0,77.0,,,,,,,,1.0
11820,Devin Culp,TE,TB,999.0,7.3,18.0,4.0,33.0,,,,,,,,2.0
11716,Tip Reiman,TE,ARI,999.0,15.4,18.0,8.0,74.0,,,,,,,PUP,2.0
11606,Dallin Holker,TE,FA,999.0,7.5,18.0,4.0,35.0,,,,,,,,1.0
11600,Ja'Tavion Sanders,TE,CAR,999.0,24.9,18.0,10.0,89.0,1.0,,,,,,,2.0
11599,Cade Stover,TE,HOU,999.0,33.2,18.0,14.0,130.0,1.0,2.0,2.0,,,,,2.0
11596,Ben Sinnott,TE,WAS,999.0,27.5,18.0,11.0,105.0,1.0,,,,,,,2.0
5008,Durham Smythe,TE,BAL,999.0,9.9,18.0,5.0,49.0,,,,,,,,8.0
4995,Ian Thomas,TE,LV,999.0,4.0,18.0,2.0,20.0,,,,,,,,8.0
4993,Mike Gesicki,TE,CIN,999.0,104.9,18.0,42.0,449.0,3.0,,,,,,,8.0
4381,Taysom Hill,TE,FA,999.0,9.5,18.0,4.0,35.0,,5.0,20.0,,,,,9.0
4144,Jonnu Smith,TE,FA,999.0,35.9,18.0,15.0,139.0,1.0,2.0,10.0,,,,,9.0
4066,Evan Engram,TE,DEN,999.0,70.7,18.0,31.0,277.0,2.0,,,,,,,9.0
4054,Mo Alie-Cox,TE,IND,999.0,15.4,18.0,8.0,74.0,,,,,,,,9.0
3271,Tyler Higbee,TE,LAR,999.0,32.9,18.0,14.0,129.0,1.0,,,,,,,10.0
8800,Malik Davis,RB,DAL,999.0,33.7,18.0,6.0,39.0,,44.0,178.0,1.0,,,,4.0
8254,Julius Chestnut,RB,TEN,999.0,5.6,18.0,2.0,16.0,,5.0,20.0,,,,,4.0
8230,Ty Chandler,RB,NO,999.0,12.0,18.0,6.0,39.0,,5.0,21.0,,,,,4.0
8208,Tyler Badie,RB,DEN,999.0,8.4,18.0,4.0,28.0,,4.0,16.0,,,,,4.0
8207,Tyler Goodson,RB,ATL,999.0,4.8,18.0,2.0,15.0,,3.0,13.0,,,,,4.0
8195,Ronnie Rivers,RB,LAR,999.0,7.1,18.0,3.0,20.0,,5.0,21.0,,,,,4.0
8143,Jerome Ford,RB,WAS,999.0,26.3,18.0,6.0,44.0,,24.0,99.0,1.0,,,,4.0
8129,Dameon Pierce,RB,PHI,999.0,21.8,18.0,3.0,22.0,,25.0,106.0,1.0,,,Questionable,4.0
13357,Lance Mason,TE,PIT,999.0,31.6,18.0,13.0,126.0,1.0,,,,,,,0.0
13324,Matt Hibner,TE,BAL,999.0,31.8,18.0,13.0,128.0,1.0,,,,,,,0.0
13322,Sam Roush,TE,CHI,999.0,33.5,18.0,14.0,135.0,1.0,,,,,,,0.0
13319,Oscar Delp,TE,NO,999.0,39.4,18.0,17.0,164.0,1.0,,,,,,,0.0
13307,Marlin Klein,TE,HOU,999.0,29.5,18.0,12.0,115.0,1.0,,,,,,,0.0
13299,Nate Boerkircher,TE,JAX,999.0,27.4,18.0,11.0,104.0,1.0,,,,,,,0.0
13282,Jack Endries,TE,CIN,999.0,53.3,18.0,21.0,203.0,2.0,,,,,,,0.0
13121,Ben Yurosek,TE,MIN,999.0,4.0,18.0,2.0,20.0,,,,,,,,1.0
4454,Kendrick Bourne,WR,ARI,999.0,77.4,18.0,31.0,344.0,2.0,,,,,,,9.0
4351,Tim Patrick,WR,NYJ,999.0,13.7,18.0,6.0,77.0,,,,,,,,9.0
4274,David Moore,WR,CAR,999.0,4.3,18.0,2.0,23.0,,,,,,,,9.0
4177,Mack Hollins,WR,NE,999.0,59.9,18.0,21.0,263.0,2.0,1.0,6.0,,,,,9.0
4171,Josh Reynolds,WR,FA,999.0,6.5,18.0,3.0,35.0,,,,,,,,9.0
4040,JuJu Smith-Schuster,WR,NYG,999.0,4.1,18.0,2.0,20.0,,,1.0,,,,Questionable,9.0
3634,Kalif Raymond,WR,CHI,999.0,27.7,18.0,9.0,116.0,1.0,2.0,11.0,,,,,10.0
3286,Demarcus Robinson,WR,SF,999.0,38.1,18.0,14.0,181.0,1.0,,,,,,,10.0
3269,Chris Moore,WR,BAL,999.0,4.1,18.0,2.0,21.0,,,,,,,,10.0
3200,Sterling Shepard,WR,FA,999.0,0.6,18.0,,,,1.0,6.0,,,,,10.0
2750,DeAndre Carter,WR,FA,999.0,1.8,18.0,1.0,17.0,,2.0,11.0,,,,,11.0
2374,Tyler Lockett,WR,FA,999.0,28.3,18.0,11.0,113.0,1.0,,,,,,,11.0
8135,Treylon Burks,WR,WAS,999.0,34.8,18.0,12.0,152.0,1.0,3.0,16.0,,,,,4.0
8125,Calvin Austin,WR,NYG,999.0,54.8,18.0,21.0,261.0,1.0,3.0,17.0,,,,,4.0
8119,Jahan Dotson,WR,ATL,999.0,71.2,18.0,26.0,316.0,2.0,2.0,16.0,,,,,4.0
8117,Jalen Tolbert,WR,MIA,999.0,34.2,18.0,13.0,152.0,1.0,,,,,,,4.0
11557,Joe Milton,QB,DAL,999.0,12.4,18.0,,,,4.0,16.0,,195.0,1.0,,2.0
11292,Tommy DeVito,QB,NE,999.0,12.38,18.0,,,,4.0,13.0,,202.0,1.0,,3.0
11593,Brevyn Spann-Ford,TE,DAL,999.0,29.4,18.0,12.0,114.0,1.0,,,,,,,2.0
11201,Blake Whiteheart,TE,CLE,999.0,4.4,18.0,2.0,24.0,,,,,,,,3.0
10871,Luke Schoonmaker,TE,DAL,999.0,31.4,18.0,13.0,124.0,1.0,,,,,,,3.0
10231,Elijah Higgins,TE,ARI,999.0,41.9,18.0,18.0,179.0,1.0,,,,,,Questionable,3.0
11256,Tyson Bagent,QB,CHI,999.0,12.5,18.0,,,,4.0,17.0,,195.0,1.0,,3.0
10217,Clayton Tune,QB,FA,999.0,12.4,18.0,,,,4.0,16.0,,195.0,1.0,,3.0
13838,Will Ferrin,K,FA,999.0,6.0,18.0,,,,,,,,,,0.0
11058,Blake Grupe,K,IND,999.0,99.0,18.0,,,,,,,,,,3.0
2028,Derek Carr,QB,FA,999.0,27.18,18.0,,,,4.0,13.0,,447.0,3.0,NA,11.0
19,Joe Flacco,QB,CIN,999.0,28.72,18.0,,,,4.0,8.0,,448.0,3.0,,18.0
1373,Geno Smith,QB,NYJ,999.0,222.48,18.0,,,,45.0,156.0,1.0,3372.0,22.0,Questionable,13.0
13427,Diego Pavia,QB,FA,999.0,12.52,18.0,,,,4.0,22.0,,183.0,1.0,,0.0
13306,Taylen Green,QB,CLE,999.0,30.3,18.0,,,,15.0,69.0,1.0,335.0,2.0,,0.0
13303,Cade Klubnik,QB,NYJ,999.0,24.0,18.0,,,,5.0,20.0,,400.0,2.0,,0.0
13272,Carson Beck,QB,ARI,999.0,54.92,18.0,,,,12.0,38.0,1.0,778.0,5.0,Questionable,0.0
12511,Will Howard,QB,PIT,999.0,22.5,18.0,,,,5.0,21.0,,410.0,2.0,,1.0
12510,Jalen Milroe,QB,SEA,999.0,13.86,18.0,,,,8.0,43.0,,164.0,1.0,,1.0
12500,Quinn Ewers,QB,MIA,999.0,12.4,18.0,,,,4.0,16.0,,195.0,1.0,Questionable,1.0
12486,Dillon Gabriel,QB,CLE,999.0,11.86,18.0,,,,2.0,13.0,,189.0,1.0,,1.0
12470,Riley Leonard,QB,IND,999.0,12.44,18.0,,,,4.0,16.0,,196.0,1.0,,1.0
1166,Kirk Cousins,QB,LV,999.0,39.16,18.0,,,,5.0,6.0,,639.0,5.0,,14.0
11562,Spencer Rattler,QB,NO,999.0,12.68,18.0,,,,4.0,16.0,,202.0,1.0,,2.0
4972,Mason Rudolph,QB,PIT,999.0,11.68,18.0,,,,2.0,6.0,,202.0,1.0,,8.0
4464,Nick Mullens,QB,JAX,999.0,12.04,18.0,,,,2.0,6.0,,211.0,1.0,Questionable,9.0
4017,Deshaun Watson,QB,CLE,999.0,102.06,18.0,,,,30.0,131.0,2.0,1374.0,8.0,,9.0
3976,Mitchell Trubisky,QB,TEN,999.0,11.94,18.0,,,,4.0,15.0,,186.0,1.0,Questionable,9.0
3161,Carson Wentz,QB,MIN,999.0,12.44,18.0,,,,2.0,6.0,,221.0,1.0,,10.0
2307,Marcus Mariota,QB,WAS,999.0,13.12,18.0,,,,4.0,26.0,,188.0,1.0,Questionable,11.0
2306,Jameis Winston,QB,NYG,999.0,12.86,18.0,,,,3.0,13.0,,214.0,1.0,,11.0
2152,Teddy Bridgewater,QB,FA,999.0,11.58,18.0,,,,2.0,5.0,,202.0,1.0,NA,12.0
5230,Michael Badgley,K,FA,999.0,22.0,18.0,,,,,,,,,,7.0
5119,Jason Sanders,K,NYJ,999.0,91.0,18.0,,,,,,,,,,8.0
5095,Daniel Carlson,K,FA,999.0,52.0,18.0,,,,,,,,,,8.0
4233,Zane Gonzalez,K,MIA,999.0,60.0,18.0,,,,,,,,,IR,9.0
7670,Joshua Palmer,WR,BUF,999.0,32.6,18.0,12.0,146.0,1.0,,,,,,,5.0
7612,Dee Eskridge,WR,FA,999.0,4.9,18.0,2.0,23.0,,1.0,6.0,,,,,5.0
7595,Tylan Wallace,WR,CLE,999.0,4.2,18.0,2.0,22.0,,,,,,,,5.0
7587,Dyami Brown,WR,WAS,999.0,4.9,18.0,2.0,23.0,,1.0,6.0,,,,,5.0
7562,Tutu Atwell,WR,MIA,999.0,10.7,18.0,4.0,62.0,,1.0,5.0,,,,,5.0
7496,Nick Westbrook-Ikhine,WR,IND,999.0,29.5,18.0,10.0,135.0,1.0,,,,,,,6.0
6957,James Proche,WR,FA,999.0,0.6,18.0,,,,1.0,6.0,,,,,6.0
6920,Isaiah Hodgins,WR,NYG,999.0,9.2,18.0,4.0,52.0,,,,,,,,6.0
6853,Van Jefferson,WR,WAS,999.0,6.8,18.0,3.0,38.0,,,,,,,,6.0
6427,Ashton Dulin,WR,IND,999.0,3.0,18.0,1.0,14.0,,1.0,6.0,,,,,7.0
6271,Olamide Zaccheaus,WR,ATL,999.0,75.8,18.0,30.0,326.0,2.0,2.0,12.0,,,,,7.0
6149,Darius Slayton,WR,NYG,999.0,83.6,18.0,27.0,386.0,3.0,,,,,,,7.0
WAS,Washington Commanders,DST,WAS,999.0,75.0,1.0,,,,,,,,,,
